company_id,company_name,company_type,company_url,location,telephone,product_description,about_company,product_types,all_product_services,link_prod_services,brands,link_all_brands,primary_company_type,additional_activities,key_personnel,social_media,other_locations,annual_revenue,year_founded,num_employees,url
30309904,OTP Industrial Solutions,Distributor,https://www.otpnet.com/,"Columbus, OH 43219",tel://614-342-6123,"Distributor of pneumatic & hydraulic cylinders in standard & metric dimensions. Types of cylinders include special, mill & welded style cylinders. Various features include stroke adjusters, optional stop tubes, piston rods, honed steel tubing, position indicators, distance sensing switches, rod wipers & rod boots. Meets JIC & NFPA requirements. On-time delivery.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of fluid handling, electrical, hydraulic, mechanical & finishing components. Pumps, bearings & repair services for pumps are also available. Types of pumps include submersible, sealless magnetic driven, metering, internal & external gear, multi-stage centrifugal, vertical turbine, air-operated diaphragm, two & three screw, plunger & piston pumps. Fluid power products include pneumatic cylinders, actuators, tubing & fittings, vacuum & air preparation equipment & valves. Linear motion components, AC/DC motors & drives, motors, sensors & cables, I/O & HMI meters, enclosures, transformers, PLC's, controllers, crane systems, gear reducers, gearmotors, bearings, sprockets, shaft couplings, sheaves, bushings, gearings, belts, motorized pulleys, chains, fluid regulators, spray, steaming & extruding guns, tanks, agitators & mixers are also available. Industries served include power & utility, steel, automotive, food & beverage, OEM & general. On-time delivery.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Adjustable Stroke', 'Cylinders: Air, Heavy Duty Mill Type', 'Cylinders: Air, Metric', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Eaton\x99', 'Cylinders: Heavy Duty, Mill Type']","['Pumps', 'Motors', 'Actuators', 'Bearings', 'Maintenance and Repair Services', 'Booths', 'Couplers and Couplings', 'Cylinders', 'Filters', 'Finishing Equipment', 'Gearheads and Gearboxes', 'Seals', 'Valves', 'Applicators', 'Bushings', 'Chains', 'Clutches', 'Conveyors', 'Gears', 'Guns']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=30309904&search_position=18&product_family=151761,"['Eaton', 'Georgia Hydraulic', 'Lynair', 'Tolomatic']",,Distributor,"Custom Manufacturer, Service Company, Finishing Service Company, Turnkey Systems Integrator",['Not Available'],,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=30309904&bloc=NA&WTZO=copro+biz+det,$100 - 249.9 Mil,1963,500-999,https://www.thomasnet.com/branchloc.html?cid=30309904&cov=NA&goto=%2Fprofile%2F30309904%2Fotp-industrial-solutions.html&heading=21650809&searchpos=18&what=hydraulic+cylinders
20053642,Emerson Bearing,Distributor,https://www.emersonbearing.com/,"Boston, MA 02134",tel://800-225-4587,"Manufacturer of hydraulic cylinders. Hydraulic pumps also available. Other products include bearings, mounted units, seals, chains, rollers, bushings, and other bearing accessories. Same day shipment.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of precision, roller and ball bearings and related products including oil seals, cam followers and spherical bushings. Bearing accessories such as adhesives, sealants, power transmission belts and mounting tools are available. Bearings and cam followers can be modified to meet specifications. Blanket orders accepted. 24 hour services available. Same day delivery. JIT shipments.
Company Description by Emerson Bearing
Emerson Bearing, located in Brighton, Massachusetts, has sold bearings to OEMs and maintenance/repair users since 1957. Today, we employ over 30 people and sell bearings and related items throughout the United States as well as international markets. We have over 3 million bearings in our centrally located distribution center. 

As one of the first bearing importers, we have a unique knowledge of where and how to find the right bearings in the worldwide market.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Enerpac\x99']","['Bearings', 'Chains', 'Adhesives', 'Anti-Seize', 'Belts', 'Blocks', 'Bushings', 'Calipers', 'Caps', 'Collars', 'Compounds', 'Connectors', 'Corrosion Resistant Products', 'Couplers and Couplings', 'Cylinders', 'Electrical Equipment', 'Ends', 'Fasteners', 'Fittings', 'Flanges', 'Followers', 'Grease', 'Hook and Loop', 'Housings', 'Inserts', 'Lubricants']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=20053642&search_position=19&product_family=151466,"['Enerpac', 'SPX']",,Distributor,,['Not Available'],"['https://www.linkedin.com/company/emerson-bearing', 'https://www.twitter.com/EmersonBearing', 'https://blog.emersonbearing.com/blog', 'https://www.youtube.com/user/emersonbearing', 'https://www.facebook.com/EmersonBearing']",,Not Available,Not Available,Not Available,https://www.thomasnet.com/profile/20053642/emerson-bearing.html?cid=20053642&cov=NA&heading=21650809&searchpos=19&what=hydraulic+cylinders
1310161,Atlas Bronze,Distributor,https://www.atlasbronze.com/Default.asp,"Trenton, NJ 08611",tel://800-478-0887,"Distributor of machine parts including hydraulic cylinders. Cylinders are machined by hand, power tools and CNC machines. Serves the manufacturing, aerospace, architectural, oil, gas, power generation plant, marine and naval industries.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of brass, bronze and iron products in the form of sheet, plate, bar, wire, round, rod, rectangle, strip and finished machined parts. Manganese bronze, tin bronze, leaded tin bronze, aluminum bronze, nickel aluminum bronze, silicon aluminum bronze, phosphor bronze and silicon manganese bronze available. Free cutting brass, naval brass, red brass and yellow brass offered. Available casting methods include sand or static casting, centrifugal casting or continuous casting. Also offers bronze wrought products and bronze forgings.   Finished machine parts include bearings, hydraulic cylinders, cams, cam slide bushings, gears and cam or gear blanks. Serves the manufacturing, aerospace, architectural, oil, gas, power generation plant, marine and naval industries.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Aviation & Aerospace', 'Cylinders: Marine', 'Cylinders: Special']","['Casting Services', 'Bushings', 'Forging Services', 'Bars', 'Bearings', 'Blanks', 'Blocks', 'Brass', 'Brazing Alloys', 'Bronze', 'Cams', 'Copper', 'Cylinders', 'Fabrication Services', 'Fasteners', 'Fixtures', 'Gears', 'Iron (Metal)', 'Job Shop Services', 'Liners', 'Machinery Parts', 'Metals', 'Miscellaneous Metals', 'Nuts']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=1310161&search_position=20&product_family=152409,,,Distributor,"Manufacturer, Custom Manufacturer","['Josh Smith, VP Sales', 'Tom Smith, Owner']",,,$5 - 9.9 Mil,1994,10-49,https://www.thomasnet.com/profile/01310161/atlas-bronze.html?cid=1310161&cov=NA&heading=21650809&searchpos=20&what=hydraulic+cylinders
128196,Industrial Brake & Supply,Custom Manufacturer,https://www.indbrake.com/index.html,"Walton, KY 41094",tel://800-543-1906,"Distributor of hydraulic master braking cylinders. Other products include linings, calipers, and drum brakes. Industries served include construction, agriculture, and industry.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Custom manufacturer and distributor of specialty friction & brake shoe assemblies for all off-highway & in-plant applications including molded & woven rolls of brake lining, flat sheets & arced slabs & industrial brakes for a wide variety of heavy duty, light duty, wet & dry industrial applications. Industries served include off-highway, agricultural, mining, in-plant, overhead cranes, hoists & golf carts. Products include clutch & frictions for cranes & shovels, drilled, keylock & undrilled wheel brakes, disc pads, calipers, pistons, springs, boots, overhaul kits, repair kits & gear tooth facings.
Company Description by Industrial Brake & Supply
Whether your application is construction, mining, milling, manufacturing or transportation, Industrial Brake & Supply offers you a single source for all your industrial brake and friction materials requirements. 

We are custom fabricator of specialty friction and brake shoe assemblies for all off-highway and in-plant applications including molded and woven rolls of brake lining, flat sheets and arced slabs, and industrial brakes for a wide variety of both heavy duty and light duty industrial applications. 

With over 25 years' experience in the friction materials industry, we produce industrial brakes in our shop with custom bonding and riveting capabilities by experienced and highly trained employees. 

We can fabricate industrial brake parts and assemblies per your drawings to supply finished parts.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Braking & Locking', 'Cylinders: Master']","['Friction Materials', 'Brakes', 'Liners', 'Crane Parts', 'Cranes', 'Clutches', 'Pads', 'Bands', 'Bonding Services', 'Plates', 'Shoes', 'Assemblies', 'Automotive Parts', 'Bearings', 'Blocks', 'Bushings', 'Calipers', 'Controls and Controllers', 'Cylinders', 'Discs', 'Facings', 'Pistons', 'Sheets', 'Wheels']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=128196&search_position=21&product_family=154358,"['Carlisle', 'Champion', 'Ferotec', 'Hawkhead', 'Redco']",,Custom Manufacturer,"Distributor, Manufacturer",['Not Available'],,,$10 - 24.9 Mil,1971,10-49,https://www.thomasnet.com/profile/00128196/industrial-brake-supply.html?cid=128196&cov=NA&heading=21650809&searchpos=21&what=hydraulic+cylinders
10020565,"Jergens, Inc.",Manufacturer,https://www.jergensinc.com/,"Cleveland, OH 44110",tel://216-486-2100,"ISO 9001: 2000 certified manufacturer & distributor of intensifier cylinders including air cylinders & hydraulic cylinders. Intensifier cylinders available as a combination of air & hydraulic cylinders.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
ISO 9001:2015 and AS9100 Rev D certified manufacturer & distributor of workholding systems & tooling components for the production environment. Products include quick change fixturing, workholding components, locating components, metric products, pins, handles, knobs, handwheels, lifting products such as center-pull & side-pull hoist rings, toggle clamps, power clamping systems, drill bushings, maintenance tools, chuck jaws, mounting systems & clamps.
Company Description by Jergens, Inc.
Since our founding Jergens, Inc. has grown to comprise 3 distinct business units: workholding solutions, lifting solutions and specialty fasteners. Building on its reputation of uncompromising quality standards, Jergens is committed to helping its customers achieve leaner, more profitable manufacturing, and continues to add products and engineered solutions for an integrated approach to ""manufacturing efficiency.""

Today, you'll find our tooling components, fasteners and hoist rings at work in just about every industry on every continent. And our innovative engineered solutions like the patented Ball Lock® mounting system have changed the way manufacturers worldwide think about productivity.

We manufacture over 80% of what we sell right here in our 130,000 sq. ft. Cleveland, OH facility, guaranteeing you high quality, competitive pricing and immediate availability (or fast turnaround times on special items). We are a big user of our own products and can set up lean cells to accommodate More... lot sizes from 1 to 10,000, thanks to our own tooling components and engineered products.

 So when it comes to lean manufacturing we practice what we preach here at Jergens...Manufacturing efficiency. Less",['Cylinders: Hydraulic'],"['Workholding Systems', 'Pins', 'Rings', 'Tooling', 'Clamps', 'Fixtures', 'Plungers', 'Vises', 'Balls', 'Bolts', 'Bushings', 'Chucks and Collets', 'Clamping Systems', 'Couplers and Couplings', 'Cylinders', 'Fasteners', 'Fluids', 'Handles, Pulls and Levers', 'Hoist Parts', 'Hoists', 'Holders', 'Hooks', 'Hose', 'Hydraulic Equipment', 'Inserts', 'Knobs', 'Levelers', 'Miscellaneous Fittings']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=10020565&search_position=22&product_family=156813,,,Manufacturer,"Distributor, Custom Manufacturer","['Darel Taylor, Engineering Mgr.', 'Bob Kucinic, National Sales Manager LSG & SFG Division / Key Accounts Manager', 'Jack Schron Jr, President', 'J.H. Schron, Sr., Chmn.']","['https://www.linkedin.com/company/jergens-inc.', 'https://www.twitter.com/JergensInc', 'https://www.jergensinc.com/blog', 'https://www.youtube.com/user/Jergensinc', 'https://www.facebook.com/JergensInc']",https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=10020565&bloc=NA&WTZO=copro+biz+det,$50 - 99.9 Mil,1942,100-199,https://www.thomasnet.com/branchloc.html?cid=10020565&cov=NA&goto=%2Fprofile%2F10020565%2Fjergens-inc.html&heading=21650809&searchpos=22&what=hydraulic+cylinders
10076166,Applied Power Solutions,Distributor,https://www.apscorp.com,"Addison, IL 60101",tel://888-277-9901,"Distributor of hydraulic and pneumatic products including cylinders. Repair, engineering, troubleshooting and preventative maintenance services are offered. Value added services such as custom barcoding, CAD capabilities, OEM assembly, plant surveys and third party logistics are also provided. Serves the metal processing, metal service center, paper mill and paper converting, canning, grinding, commercial laundry, marine, oil and gas and material handling industries. Vendor managed inventory (VMI) programs available. Kanban delivery.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of fluid power and industrial automation products. Clutch, brake, valve, cylinder, pneumatic, hydraulic and power transmission products available. Types of brakes include caliper disc, combination of clutch and brakes, centrifugal, electromagnetic, hydraulic, pneumatic, mechanical, tension, torque limiting, low inertia spring set and water cooled. Backstop, centrifugal, magnetic, electromagnetic, hydraulic, mechanical, overrunning, pneumatic, tension, power take-off, low inertia and torque limiting clutches are provided. Clutch and brake repair, on-site product solutions and preventative maintenance services also offered. Serves the metal processing, metal service center, paper mill and paper converting, canning, grinding, commercial laundry, marine, oil and gas and material handling industries. 24-hour emergency services and vendor managed inventory (VMI) programs available. Kanban delivery.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Pneumatic']","['Benders', 'Brakes', 'Hose', 'Actuators', 'Clutches', 'Gearheads and Gearboxes', 'Power Transmission Equipment', 'Controls and Controllers', 'Motor Controllers and Drives', 'Filters', 'Fluid Conditioning Equipment', 'Manifolds', 'Motors', 'Power Units', 'Separators', 'Valves', 'Accumulators', 'Airlocks', 'Barrels and Drums', 'Bearings', 'Bushings', 'Buttons', 'Clutch Parts', 'Connectors', 'Couplers and Couplings', 'Curtains']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=10076166&search_position=23&product_family=151649,"['Boston Gear', 'Carlson-Powerflo', 'CSA', 'Desch', 'Eaton', 'Excelon', 'Fawick', 'Formsprag', 'Herion', 'IMI Norgren', 'Kamco', 'Kebco', 'Marland', 'Micro-Fog', 'NLS', 'Planox', 'Power Flo', 'Power Grip', 'PTO', 'SKD', 'Stieber', 'Triad', 'Ultra-VC', 'VC', 'Warner Electric', 'WPT']",,Distributor,Service Company,['Not Available'],,,Not Available,1996,Not Available,https://www.thomasnet.com/profile/10076166/applied-power-solutions.html?cid=10076166&cov=NA&heading=21650809&searchpos=23&what=hydraulic+cylinders
10099744,"Advanced Fluid Systems, Inc.",Custom Manufacturer,https://advancedfluidsystems.com/,"York, PA 17402",tel://717-757-1068,"ISO-9001:2015 certified manufacturer and distributor of hydraulic cylinders. Double acting metric hydraulic cylinders, double acting NFPA metric hydraulic cylinders, rod less cable style hydraulic cylinders & mill type hydraulic cylinders are available.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
ISO-9001:2015 certified manufacturer and distributor of standard & custom hydraulic power units, motion control systems, electronic controls, hydraulic & pneumatic components, integrated manifolds, lubrication systems, filtration equipment & fluid power products. Accumulators, cylinders, drivers & reducers, electromechanical actuators, rotary actuators, heat exchangers, aluminum extrusion products, heaters, hydraulic motors, pumps, sensors, valves, winches/hoists & accessories are available. Other products include amplifier cards, connectors/cables, radio remote controls & servo drives. Remanufactured piston pumps are also available. Services include repairing, hydraulic purifier rentals, field installation, start-up, troubleshooting & hydraulic fluid testing. Hydraulic pump/motor, cylinder, proportional/servo valve & accumulator repairing services are available. Installation services include hydraulic power unit & component installation, system to PLC wiring & integration & hose & tubing layout designing & prototyping.
Company Description by Advanced Fluid Systems, Inc.
Advanced Fluid Systems, a 9001:2015 Certified Company, is a leading fluid power distributor and systems manufacturer with three locations in the Mid-Atlantic region. Founded by an engineer, our sales and manufacturing departments are experienced electrical and mechanical engineers who provide service and support wherever our customers go. These qualities and some of the most respected product brands in the industry are the reason why our customers are so successful.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Pneumatic', 'Cylinders: Rodless']","['Power Units', 'Pumps', 'Controls and Controllers', 'Lubricators', 'Valves', 'Maintenance and Repair Services', 'Hydraulic Equipment', 'Engineering Services', 'Filters', 'Fluid Conditioning Equipment', 'Accumulators', 'Actuators', 'Adapters', 'Analytical Services', 'Benches', 'Brakes', 'Clamps', 'Clutches', 'Connectors', 'Curtains', 'Cylinder Components', 'Cylinders', 'Dividers', 'Electric Wire, Cable and Cable Assemblies', 'Exchangers', 'Flowmeters']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=10099744&search_position=24&product_family=162457,,,Custom Manufacturer,"Distributor, Manufacturer, Service Company, Turnkey Systems Integrator",['Not Available'],,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=10099744&bloc=NA&WTZO=copro+biz+det,$10 - 24.9 Mil,1985,10-49,https://www.thomasnet.com/branchloc.html?cid=10099744&cov=NA&goto=%2Fprofile%2F10099744%2Fadvanced-fluid-systems-inc.html&heading=21650809&searchpos=24&what=hydraulic+cylinders
30716202,South Alliance,Custom Manufacturer,https://www.south-alliance.com/,"South El Monte, CA 91733",tel://626-575-3392,"Custom manufacturer of hydraulic type cylinders. Various types include single and double acting, tie rod, welded mounting, magnetic piston and inch/metric cylinders. Capabilities include machining, fabrication, welding, repair, engineering, designing, cutting, bending, forming, punching and shearing.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
AS9100D and ISO 9001:2015 registered custom manufacturer of precision machined components and assemblies. Serving the aerospace, defense, space, medical, high-tech, automotive and commercial industries. CNC Machining capabilities include prototype, custom and production services. Additional services include custom metal fabrication, welding, assembly, finishing and turnkey solutions.
Company Description by South Alliance
Since our modest beginnings in 1989, South Alliance has built a reputation for excellence and reliability. South Alliance specializes in production machining, general machining services, custom metal fabrication, and industrial repair services. With nearly 30 years in the industry, we have refined our processes and techniques in order to provide high quality products and services. From concept to production and from cylinder repacking to machine redesign, South Alliance can provide complete cost‐effective solutions. Our team of machinist, fabricators, technicians, and engineers, recognize how time-sensitive projects can be and we are committed to completing your project accurately and on-time. This applies to all aspects of our work from all machining services, custom metal fabrication, and repair services.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Hydraulic Telescopic', 'Cylinders: Hydraulic, Adjustable Stroke', 'Cylinders: Hydraulic, Position Sensing', 'Cylinders: Stainless Steel', 'Cylinders: Tie-Rod', 'Cylinders: Welded']","['Machining', 'Anchors', 'Assemblies', 'Assembly Services', 'Automotive Parts', 'Balancing Services', 'Bending Services', 'Broaching Services', 'Bushings', 'Chains', 'Cutting Services', 'Cylinders', 'Electrical Components', 'Ends', 'Engineering Services', 'Fabrication Services', 'Forming Services', 'Guards', 'Guides', 'Hardware']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=30716202&search_position=25&product_family=151461,,,Custom Manufacturer,"Manufacturer, Service Company","['Enrique Hidalgo, G.M.']",,,$1 - 4.9 Mil,1988,10-49,https://www.thomasnet.com/profile/30716202/south-alliance.html?cid=30716202&cov=NA&heading=21650809&searchpos=25&what=hydraulic+cylinders
995951,Petersen Products Co.,PathCOVID-19 Response,http://www.petersenproducts.com/,"Fredonia, WI 53021",tel://800-926-1926,"Woman-owned custom manufacturer of inflatable lifting air & hydraulic cylinders including rubber cylinders. Used to lift, pull & align tubes, pipes & transformers. Capabilities include metal working, woven & non-woven pattern cutting, sewing single & multiple stitches with Kevlar®, nylon & polyester thread, RF seam welding of polyurethane & high pressure swaging. Inflatable lifting cylinders are available with limited 90 day warranty from date of shipment.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Manufacturer of pipe plugs, packers, tunnel seals, drain, pipe and sewer flushers and pipeline testing equipment. Pipe plugs available for most size, pressure, chemical, and temperature requirements. High pressure Hot Tap Insertion plugs allow blocking a pipeline without shutting down or depressurizing the system. Pipeline test equipment includes leak detector pressure testers, manhole vacuum testers and accessories, pipeline joint testers, hydrostatic test pumps, stringers and ventilators, smoke testers and deflection gauges. Bladders, duct balloons, lifting bags, grout bags, hot tapping equipment & accessories are also available. Capabilities for custom products include fabrication with metal, Kevlar, nylon, polyester, urethane and many other woven and non woven materials.
Company Description by Petersen Products Co.
Our Mission: Contribute to the total wellbeing of individuals and society by employing and empowering highly capable people of integrity who are motivated to create solutions of considerable value especially for wastewater, tunneling, plumbing, and pipeline customers. 

Our Vision: To be seen as a responsive, beneficial, creative, and trusted solution provider.

Our Quality: Petersen is committed to providing customers with product and service solutions that conform to the ISO 9001 Standard with continuous quality improvement and meet customer, legal, and regulatory requirements. Our ambition is to provide superior craftsmanship with unmatched responsiveness to achieve the highest level of customer benefit and satisfaction.","['Cylinders: Hydraulic', 'Cylinders: Air', 'Cylinders: Rubber']","['Plugs and Stoppers', 'Bladders', 'Oil and Gas Field Equipment', 'Bags', 'Seals', 'Sleeves', 'Treatment Equipment', 'Adapters', 'Alarms', 'Arbors', 'Attachments', 'Augers', 'Balloons', 'Balls', 'Bits', 'Blowers', 'Bombs', 'Cages', 'Calibrators', 'Caps', 'Carriers', 'Cleaning Compounds and Chemicals', 'Cleaning Equipment', 'Containment Systems', 'Controls and Controllers', 'Corrosion Resistant Products']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=995951&search_position=26&product_family=155190,['Petersen'],,Custom Manufacturer,Manufacturer,"['Tom Muldoon, President', 'Maureen Wetor, Sales']","['https://www.linkedin.com/company/petersen-products/', 'https://www.twitter.com/PetersenPlugs', 'https://www.youtube.com/user/petersenproducts', 'https://www.facebook.com/pipeplug']",,$5 - 9.9 Mil,1916,10-49,https://www.thomasnet.com/profile/00995951/petersen-products-co.html?cid=995951&cov=NA&heading=21650809&searchpos=26&what=hydraulic+cylinders
379292,"Kinequip, Inc.",Distributor,https://www.kinequip.com/,"Buffalo, NY 14228",tel://800-982-8894,"Distributor of industrial hydraulic cylinders. Offers NFPA-compliant tie-rod and welded cylinders. Available in various light, medium, heavy, severe, and mill duty models. Same-day, FOB, and drop shipping are provided depending on orders.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of electrical, fluid power, automation, vacuum, and compressed air systems, equipment, and components. Products include air compressors, pumps, valves, motors, fittings, filters, sensors, and gauges. Also manufactures specialty vehicle cameras, cables, voltage and current meters, circuit breakers, and switches. Capabilities include air compressor training, maintenance, inspection, consultation, installation, repair, rental, and audit services. Laser cutting, engraving, and marking and 3D laser scanning and printing services are also available. Same-day, FOB, and drop shipping are provided depending on orders.
Company Description by Kinequip, Inc.
Welcome to Kinequip.com. We carry a full line of pneumatic products that are engineered to fit applications in every sector of the market.

All our products are engineered to fulfill your unique requirements. We have been distributing pneumatic products since 1946. The products that we carry range from airmotors, blowers, valves, compressors, fittings and couplers, instrumentation, and many more. Please feel free to use the product browser on the left to browse through our products. 

We have products from SMC Pneumatics Inc., Kaeser, Rietschle, Circle Seal Controls, Hoke, Bauer, Gast, WIKA, Aromat and many more.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Eaton\x99', 'Cylinders: Heavy Duty, Mill Type', 'Cylinders: Mill Type, Hydraulic', 'Cylinders: NFPA Standard', 'Cylinders: Pneumatic', 'Cylinders: Rodless', 'Cylinders: Sampling']","['Compressors', 'Adapters', 'Bushings', 'Caps', 'Connectors', 'Couplers and Couplings', 'Crosses', 'Elbows', 'Fittings', 'Nipples', 'Plugs and Stoppers', 'Tees', 'Unions', 'Wyes', 'Automation Systems', 'Blowers', 'Cylinders', 'Dryers', 'Maintenance and Repair Services', 'Process Machinery']",https://www.thomasnet.com/products-services.html?cov=NA&what=hydraulic+cylinders&heading=21650809&cid=379292&search_position=27&product_family=151847,"['Destaco', 'Eaton', 'Flairline', 'Greenco', 'Starcyl']",,Distributor,"Manufacturer, Custom Manufacturer, Manufacturers' Rep, Service Company, Finishing Service Company, Turnkey Systems Integrator",['Not Available'],,https://www.thomasnet.com/branches.html?what=hydraulic+cylinders&heading=21650809&cov=NA&cid=379292&bloc=NA&WTZO=copro+biz+det,Not Available,1946,10-49,https://www.thomasnet.com/branchloc.html?cid=379292&cov=NA&goto=%2Fprofile%2F00379292%2Fkinequip-inc.html&heading=21650809&searchpos=27&what=hydraulic+cylinders
10026277,Millerbernd Mfg. Co.,Custom Manufacturer,https://www.millerbernd.com/,"Winsted, MN 55395",tel://320-485-2111,"Custom manufacturer of cylinders made from aluminum, copper, stainless steel, carbon steel, iron, abrasion-resistant or steel plate, high-temperature alloy, perforated, sheet, precious and heat resistant metal materials. Features include flanging, high pressure, resistance to moisture, corrosion and rust. Serves the automotive, agricultural, automation, farming, construction, defense, energy, hydraulics, heavy equipment, military, mining, packaging, robotics, HVAC, power generation, transportation, oil and gas industries. Blanket orders are accepted. Emergency and rush services are provided. Meets ASME and ASTM standards. CE certified. RoHS compliant.","Company Description by Thomasnet
Manufacturer of standard and custom adapters, arms, transformer and screw-in bases, scroll braces, banner brackets, breakaway base couplings, finials, flag holders and decorative and lighting poles. Custom products such as welded and rolled cylinders, gear/pipe rings, floodlight and decorative traffic signal poles, base plates and carbon and self-weathering steel masts are also available. Meets AWS standards. FAA approved. Made in the USA.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Rolled & Welded', 'Cylinders: Abrasion Resistant', 'Cylinders: Aluminum', 'Cylinders: Custom', 'Cylinders: Flanged', 'Cylinders: Forged', 'Cylinders: High Pressure', 'Cylinders: Iron']","['Steel', 'Rings', 'Cylinders', 'Welding Services', 'Adapters', 'Arms', 'Bases', 'Boring Services', 'Braces', 'Brackets', 'Couplers and Couplings', 'Drilling Services', 'Finials', 'Holders', 'Job Shop Services', 'Machining', 'Manufacturing Services', 'Masts', 'Milling Services', 'Park Equipment']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=10026277&search_position=28&product_family=160606,,,Custom Manufacturer,Manufacturer,['Not Available'],,,$50 - 99.9 Mil,1933,200-499,https://www.thomasnet.com/profile/10026277/millerbernd-mfg-co.html?cid=10026277&cov=NA&heading=21650809&searchpos=28&what=hydraulic+cylinders
72276,"HYSECO, Inc.",Custom Manufacturer,https://www.hyseco-hsc.com/index.html,"Houston, TX 77048",tel://800-991-4240,"Distributor and custom manufacturer of hydraulic tie-rod, mill grade, air, single and double acting telescopic, multi-stage and welded cylinders. 316 or 304 stainless steel, aluminum, bronze, carbon steel, brass and ductile iron materials used. Available in 1,500 to 3,000 psi pressure and in various configurations. Features vary depending upon model, including automatic air bleeder valves, bearings, set screws, heavy duty retainer rings, plunger stops, threaded head nuts and dual lip wipers. Multiple mounting and rod end options including ridged, trunnion, clevis, cross tubes, rod eye, spherical and threaded rod ends offered. Suitable for refuse truck, solid waste packer, stationery, mobile trash compactor, transfer and push-out trailer applications. Serves the oilfield, construction, mining, petrochemical and marine industries.
Additional Hydraulic Cylinders details","Company Description by Thomasnet
Distributor of hydraulic components including cylinders, hoses, gages, fittings, heat exchangers, reservoirs, valves and filters. Surplus merchandise products such as gear housings, shafts, springs, bearing spacers, pumps, thrust washers, motors, bearing carriers and shaft end covers provided. Capabilities include CNC machining, fabrication, milling, drilling, turning, counterboring, knurling, honing, forming and welding. Hydraulic pump and motor repair, design, prototyping, troubleshooting, preventative maintenance, oil field, inspection and plating secondary services are also offered. Serves the agricultural, architectural, petrochemical, marine, oilfield, military, truck and transportation industries.","['Cylinders: Hydraulic', 'Cylinders', 'Cylinders: Air', 'Cylinders: Aluminum', 'Cylinders: Crane', 'Cylinders: Custom', 'Cylinders: Hydraulic Telescopic', 'Cylinders: Marine', 'Cylinders: Mill Type, Hydraulic', 'Cylinders: Multi-Stage']","['Machining', 'Fabrication Services', 'Power Units', 'Cylinders', 'Pumps', 'Maintenance and Repair Services', 'Air Filtration Equipment & Supplies', 'Automotive Parts', 'Bolts', 'Boring Services', 'Broaching Services', 'Carriers', 'Clamps', 'Controls and Controllers', 'Coolers', 'Couplers and Couplings', 'Covers', 'COVID-19 Response', 'Cutting Services', 'Drilling Services']",https://www.thomasnet.com/products-services.html?cov=NA&heading=21650809&what=hydraulic+cylinders&cid=72276&search_position=29&product_family=151461,"['Custom Hoists', 'Power Team', 'Yates']",,Custom Manufacturer,"Distributor, Manufacturer, Service Company",['Not Available'],,,$5 - 9.9 Mil,1972,10-49,https://www.thomasnet.com/profile/00072276/hyseco-inc.html?cid=72276&cov=NA&heading=21650809&searchpos=29&what=hydraulic+cylinders
